window_id,subject,window_index,nominal_start_s,nominal_end_s,real_start_s,real_end_s,activity_label,sync_devices,devices_present,ecg_lead,ecg_path,acc_chest_path,ppg_wrist_path,chest_motion_mg,chest_motion_std_mg,is_zero_padded,ecg_pad_fraction,acc_chest_pad_fraction,ppg_wrist_pad_fraction
03FH_w0026,03FH,26,537.0,547.0,537.0,547.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0026.npy,acc_chest/03FH_w0026.npy,ppg_wrist/03FH_w0026.npy,1.518,5.901,False,0.0,0.0,0.0
03FH_w0027,03FH,27,547.0,557.0,547.0,557.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0027.npy,acc_chest/03FH_w0027.npy,ppg_wrist/03FH_w0027.npy,1.635,6.385,False,0.0,0.0,0.0
03FH_w0028,03FH,28,557.0,567.0,557.0,567.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0028.npy,acc_chest/03FH_w0028.npy,ppg_wrist/03FH_w0028.npy,1.71,6.941,False,0.0,0.0,0.0
03FH_w0029,03FH,29,567.0,577.0,567.0,577.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0029.npy,acc_chest/03FH_w0029.npy,ppg_wrist/03FH_w0029.npy,1.825,7.299,False,0.0,0.0,0.0
03FH_w0030,03FH,30,577.0,587.0,577.0,587.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0030.npy,acc_chest/03FH_w0030.npy,ppg_wrist/03FH_w0030.npy,1.658,4.535,False,0.0,0.0,0.0
03FH_w0031,03FH,31,587.0,597.0,587.0,597.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0031.npy,acc_chest/03FH_w0031.npy,ppg_wrist/03FH_w0031.npy,1.721,5.363,False,0.0,0.0,0.0
03FH_w0032,03FH,32,597.0,607.0,597.0,607.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0032.npy,acc_chest/03FH_w0032.npy,ppg_wrist/03FH_w0032.npy,1.79,5.042,False,0.0,0.0,0.0
03FH_w0033,03FH,33,607.0,617.0,607.0,617.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0033.npy,acc_chest/03FH_w0033.npy,ppg_wrist/03FH_w0033.npy,1.681,4.015,False,0.0,0.0,0.0
03FH_w0034,03FH,34,617.0,627.0,617.0,627.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0034.npy,acc_chest/03FH_w0034.npy,ppg_wrist/03FH_w0034.npy,1.69,3.763,False,0.0,0.0,0.0
03FH_w0035,03FH,35,627.0,637.0,627.0,637.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0035.npy,acc_chest/03FH_w0035.npy,ppg_wrist/03FH_w0035.npy,1.624,3.696,False,0.0,0.0,0.0
03FH_w0036,03FH,36,637.0,647.0,637.0,647.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0036.npy,acc_chest/03FH_w0036.npy,ppg_wrist/03FH_w0036.npy,1.582,3.962,False,0.0,0.0,0.0
03FH_w0037,03FH,37,647.0,657.0,647.0,657.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0037.npy,acc_chest/03FH_w0037.npy,ppg_wrist/03FH_w0037.npy,1.613,5.331,False,0.0,0.0,0.0
03FH_w0038,03FH,38,657.0,667.0,657.0,667.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0038.npy,acc_chest/03FH_w0038.npy,ppg_wrist/03FH_w0038.npy,1.644,5.315,False,0.0,0.0,0.0
03FH_w0039,03FH,39,667.0,677.0,667.0,677.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0039.npy,acc_chest/03FH_w0039.npy,ppg_wrist/03FH_w0039.npy,1.663,4.83,False,0.0,0.0,0.0
03FH_w0040,03FH,40,677.0,687.0,677.0,687.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0040.npy,acc_chest/03FH_w0040.npy,ppg_wrist/03FH_w0040.npy,1.653,5.041,False,0.0,0.0,0.0
03FH_w0041,03FH,41,687.0,697.0,687.0,697.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0041.npy,acc_chest/03FH_w0041.npy,ppg_wrist/03FH_w0041.npy,1.64,5.864,False,0.0,0.0,0.0
03FH_w0042,03FH,42,697.0,707.0,697.0,707.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0042.npy,acc_chest/03FH_w0042.npy,ppg_wrist/03FH_w0042.npy,1.574,5.516,False,0.0,0.0,0.0
03FH_w0043,03FH,43,707.0,717.0,707.0,717.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0043.npy,acc_chest/03FH_w0043.npy,ppg_wrist/03FH_w0043.npy,1.694,5.417,False,0.0,0.0,0.0
03FH_w0044,03FH,44,717.0,727.0,717.0,727.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0044.npy,acc_chest/03FH_w0044.npy,ppg_wrist/03FH_w0044.npy,1.643,5.573,False,0.0,0.0,0.0
03FH_w0045,03FH,45,727.0,737.0,727.0,737.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0045.npy,acc_chest/03FH_w0045.npy,ppg_wrist/03FH_w0045.npy,1.843,7.495,False,0.0,0.0,0.0
03FH_w0046,03FH,46,737.0,747.0,737.0,747.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0046.npy,acc_chest/03FH_w0046.npy,ppg_wrist/03FH_w0046.npy,1.862,7.864,False,0.0,0.0,0.0
03FH_w0047,03FH,47,747.0,757.0,747.0,757.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0047.npy,acc_chest/03FH_w0047.npy,ppg_wrist/03FH_w0047.npy,1.75,5.466,False,0.0,0.0,0.0
03FH_w0048,03FH,48,757.0,767.0,757.0,767.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0048.npy,acc_chest/03FH_w0048.npy,ppg_wrist/03FH_w0048.npy,1.79,4.334,False,0.0,0.0,0.0
03FH_w0049,03FH,49,767.0,777.0,767.0,777.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0049.npy,acc_chest/03FH_w0049.npy,ppg_wrist/03FH_w0049.npy,1.712,4.375,False,0.0,0.0,0.0
03FH_w0050,03FH,50,777.0,787.0,777.0,787.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0050.npy,acc_chest/03FH_w0050.npy,ppg_wrist/03FH_w0050.npy,1.719,4.486,False,0.0,0.0,0.0
03FH_w0051,03FH,51,787.0,797.0,787.0,797.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0051.npy,acc_chest/03FH_w0051.npy,ppg_wrist/03FH_w0051.npy,1.714,3.335,False,0.0,0.0,0.0
03FH_w0052,03FH,52,797.0,807.0,797.0,807.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0052.npy,acc_chest/03FH_w0052.npy,ppg_wrist/03FH_w0052.npy,1.614,3.919,False,0.0,0.0,0.0
03FH_w0053,03FH,53,807.0,817.0,807.0,817.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0053.npy,acc_chest/03FH_w0053.npy,ppg_wrist/03FH_w0053.npy,1.724,4.387,False,0.0,0.0,0.0
03FH_w0054,03FH,54,817.0,827.0,817.0,827.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0054.npy,acc_chest/03FH_w0054.npy,ppg_wrist/03FH_w0054.npy,1.771,5.074,False,0.0,0.0,0.0
03FH_w0055,03FH,55,827.0,837.0,827.0,837.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0055.npy,acc_chest/03FH_w0055.npy,ppg_wrist/03FH_w0055.npy,1.605,4.794,False,0.0,0.0,0.0
03FH_w0056,03FH,56,837.0,847.0,837.0,847.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0056.npy,acc_chest/03FH_w0056.npy,ppg_wrist/03FH_w0056.npy,1.652,5.52,False,0.0,0.0,0.0
03FH_w0057,03FH,57,847.0,857.0,847.0,857.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0057.npy,acc_chest/03FH_w0057.npy,ppg_wrist/03FH_w0057.npy,1.672,5.225,False,0.0,0.0,0.0
03FH_w0058,03FH,58,857.0,867.0,857.0,867.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0058.npy,acc_chest/03FH_w0058.npy,ppg_wrist/03FH_w0058.npy,1.714,3.695,False,0.0,0.0,0.0
03FH_w0059,03FH,59,867.0,877.0,867.0,877.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0059.npy,acc_chest/03FH_w0059.npy,ppg_wrist/03FH_w0059.npy,1.611,4.228,False,0.0,0.0,0.0
03FH_w0060,03FH,60,877.0,887.0,877.0,887.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0060.npy,acc_chest/03FH_w0060.npy,ppg_wrist/03FH_w0060.npy,1.666,4.668,False,0.0,0.0,0.0
03FH_w0061,03FH,61,887.0,897.0,887.0,897.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0061.npy,acc_chest/03FH_w0061.npy,ppg_wrist/03FH_w0061.npy,1.886,6.339,False,0.0,0.0,0.0
03FH_w0062,03FH,62,897.0,907.0,897.0,907.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0062.npy,acc_chest/03FH_w0062.npy,ppg_wrist/03FH_w0062.npy,1.674,5.938,False,0.0,0.0,0.0
03FH_w0063,03FH,63,907.0,917.0,907.0,917.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0063.npy,acc_chest/03FH_w0063.npy,ppg_wrist/03FH_w0063.npy,1.89,5.855,False,0.0,0.0,0.0
03FH_w0064,03FH,64,917.0,927.0,917.0,927.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0064.npy,acc_chest/03FH_w0064.npy,ppg_wrist/03FH_w0064.npy,1.831,6.007,False,0.0,0.0,0.0
03FH_w0065,03FH,65,927.0,937.0,927.0,937.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0065.npy,acc_chest/03FH_w0065.npy,ppg_wrist/03FH_w0065.npy,1.656,4.429,False,0.0,0.0,0.0
03FH_w0066,03FH,66,937.0,947.0,937.0,947.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0066.npy,acc_chest/03FH_w0066.npy,ppg_wrist/03FH_w0066.npy,1.596,3.689,False,0.0,0.0,0.0
03FH_w0067,03FH,67,947.0,957.0,947.0,957.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0067.npy,acc_chest/03FH_w0067.npy,ppg_wrist/03FH_w0067.npy,1.744,6.102,False,0.0,0.0,0.0
03FH_w0068,03FH,68,957.0,967.0,957.0,967.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0068.npy,acc_chest/03FH_w0068.npy,ppg_wrist/03FH_w0068.npy,1.631,5.555,False,0.0,0.0,0.0
03FH_w0069,03FH,69,967.0,977.0,967.0,977.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0069.npy,acc_chest/03FH_w0069.npy,ppg_wrist/03FH_w0069.npy,1.734,3.516,False,0.0,0.0,0.0
03FH_w0070,03FH,70,977.0,987.0,977.0,987.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0070.npy,acc_chest/03FH_w0070.npy,ppg_wrist/03FH_w0070.npy,1.803,5.394,False,0.0,0.0,0.0
03FH_w0071,03FH,71,987.0,997.0,987.0,997.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0071.npy,acc_chest/03FH_w0071.npy,ppg_wrist/03FH_w0071.npy,1.929,5.787,False,0.0,0.0,0.0
03FH_w0072,03FH,72,997.0,1007.0,997.0,1007.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0072.npy,acc_chest/03FH_w0072.npy,ppg_wrist/03FH_w0072.npy,1.855,4.766,False,0.0,0.0,0.0
03FH_w0073,03FH,73,1007.0,1017.0,1007.0,1017.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0073.npy,acc_chest/03FH_w0073.npy,ppg_wrist/03FH_w0073.npy,1.777,4.15,False,0.0,0.0,0.0
03FH_w0074,03FH,74,1017.0,1027.0,1017.0,1027.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0074.npy,acc_chest/03FH_w0074.npy,ppg_wrist/03FH_w0074.npy,1.671,3.598,False,0.0,0.0,0.0
03FH_w0075,03FH,75,1027.0,1037.0,1027.0,1037.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0075.npy,acc_chest/03FH_w0075.npy,ppg_wrist/03FH_w0075.npy,1.619,3.744,False,0.0,0.0,0.0
03FH_w0076,03FH,76,1037.0,1047.0,1037.0,1047.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0076.npy,acc_chest/03FH_w0076.npy,ppg_wrist/03FH_w0076.npy,1.049,11.14,False,0.0,0.0,0.0
03FH_w0077,03FH,77,1047.0,1057.0,1047.0,1057.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0077.npy,acc_chest/03FH_w0077.npy,ppg_wrist/03FH_w0077.npy,0.312,11.612,False,0.0,0.0,0.0
03FH_w0078,03FH,78,1057.0,1067.0,1057.0,1067.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0078.npy,acc_chest/03FH_w0078.npy,ppg_wrist/03FH_w0078.npy,0.312,11.612,False,0.0,0.0,0.0
03FH_w0079,03FH,79,1067.0,1077.0,1067.0,1077.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0079.npy,acc_chest/03FH_w0079.npy,ppg_wrist/03FH_w0079.npy,1.023,11.64,False,0.0,0.0,0.0
03FH_w0080,03FH,80,1077.0,1087.0,1077.0,1087.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0080.npy,acc_chest/03FH_w0080.npy,ppg_wrist/03FH_w0080.npy,1.917,4.238,False,0.0,0.0,0.0
03FH_w0081,03FH,81,1087.0,1097.0,1087.0,1097.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0081.npy,acc_chest/03FH_w0081.npy,ppg_wrist/03FH_w0081.npy,1.973,4.921,False,0.0,0.0,0.0
03FH_w0082,03FH,82,1097.0,1107.0,1097.0,1107.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0082.npy,acc_chest/03FH_w0082.npy,ppg_wrist/03FH_w0082.npy,2.058,6.491,False,0.0,0.0,0.0
03FH_w0083,03FH,83,1107.0,1117.0,1107.0,1117.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0083.npy,acc_chest/03FH_w0083.npy,ppg_wrist/03FH_w0083.npy,2.159,6.318,False,0.0,0.0,0.0
03FH_w0084,03FH,84,1117.0,1127.0,1117.0,1127.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0084.npy,acc_chest/03FH_w0084.npy,ppg_wrist/03FH_w0084.npy,2.014,4.901,False,0.0,0.0,0.0
03FH_w0085,03FH,85,1127.0,1137.0,1127.0,1137.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0085.npy,acc_chest/03FH_w0085.npy,ppg_wrist/03FH_w0085.npy,2.076,6.379,False,0.0,0.0,0.0
03FH_w0086,03FH,86,1137.0,1147.0,1137.0,1147.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0086.npy,acc_chest/03FH_w0086.npy,ppg_wrist/03FH_w0086.npy,2.229,6.319,False,0.0,0.0,0.0
03FH_w0087,03FH,87,1147.0,1157.0,1147.0,1157.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0087.npy,acc_chest/03FH_w0087.npy,ppg_wrist/03FH_w0087.npy,2.036,4.602,False,0.0,0.0,0.0
03FH_w0088,03FH,88,1157.0,1167.0,1157.0,1167.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0088.npy,acc_chest/03FH_w0088.npy,ppg_wrist/03FH_w0088.npy,2.044,6.215,False,0.0,0.0,0.0
03FH_w0089,03FH,89,1167.0,1177.0,1167.0,1177.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0089.npy,acc_chest/03FH_w0089.npy,ppg_wrist/03FH_w0089.npy,1.845,6.048,False,0.0,0.0,0.0
03FH_w0090,03FH,90,1177.0,1187.0,1177.0,1187.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0090.npy,acc_chest/03FH_w0090.npy,ppg_wrist/03FH_w0090.npy,1.89,4.465,False,0.0,0.0,0.0
03FH_w0091,03FH,91,1187.0,1197.0,1187.0,1197.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0091.npy,acc_chest/03FH_w0091.npy,ppg_wrist/03FH_w0091.npy,1.852,4.372,False,0.0,0.0,0.0
03FH_w0092,03FH,92,1197.0,1207.0,1197.0,1207.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0092.npy,acc_chest/03FH_w0092.npy,ppg_wrist/03FH_w0092.npy,1.953,3.865,False,0.0,0.0,0.0
03FH_w0093,03FH,93,1207.0,1217.0,1207.0,1217.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0093.npy,acc_chest/03FH_w0093.npy,ppg_wrist/03FH_w0093.npy,2.218,6.001,False,0.0,0.0,0.0
03FH_w0094,03FH,94,1217.0,1227.0,1217.0,1227.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0094.npy,acc_chest/03FH_w0094.npy,ppg_wrist/03FH_w0094.npy,2.196,6.132,False,0.0,0.0,0.0
03FH_w0095,03FH,95,1227.0,1237.0,1227.0,1237.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0095.npy,acc_chest/03FH_w0095.npy,ppg_wrist/03FH_w0095.npy,2.043,4.209,False,0.0,0.0,0.0
03FH_w0096,03FH,96,1237.0,1247.0,1237.0,1247.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0096.npy,acc_chest/03FH_w0096.npy,ppg_wrist/03FH_w0096.npy,1.94,3.624,False,0.0,0.0,0.0
03FH_w0097,03FH,97,1247.0,1257.0,1247.0,1257.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0097.npy,acc_chest/03FH_w0097.npy,ppg_wrist/03FH_w0097.npy,2.005,4.865,False,0.0,0.0,0.0
03FH_w0098,03FH,98,1257.0,1267.0,1257.0,1267.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0098.npy,acc_chest/03FH_w0098.npy,ppg_wrist/03FH_w0098.npy,2.046,5.188,False,0.0,0.0,0.0
03FH_w0099,03FH,99,1267.0,1277.0,1267.0,1277.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0099.npy,acc_chest/03FH_w0099.npy,ppg_wrist/03FH_w0099.npy,2.098,4.834,False,0.0,0.0,0.0
03FH_w0100,03FH,100,1277.0,1287.0,1277.0,1287.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0100.npy,acc_chest/03FH_w0100.npy,ppg_wrist/03FH_w0100.npy,2.224,7.983,False,0.0,0.0,0.0
03FH_w0101,03FH,101,1287.0,1297.0,1287.0,1297.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0101.npy,acc_chest/03FH_w0101.npy,ppg_wrist/03FH_w0101.npy,2.308,8.277,False,0.0,0.0,0.0
03FH_w0102,03FH,102,1297.0,1307.0,1297.0,1307.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0102.npy,acc_chest/03FH_w0102.npy,ppg_wrist/03FH_w0102.npy,2.209,5.101,False,0.0,0.0,0.0
03FH_w0103,03FH,103,1307.0,1317.0,1307.0,1317.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0103.npy,acc_chest/03FH_w0103.npy,ppg_wrist/03FH_w0103.npy,2.092,4.309,False,0.0,0.0,0.0
03FH_w0104,03FH,104,1317.0,1327.0,1317.0,1327.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0104.npy,acc_chest/03FH_w0104.npy,ppg_wrist/03FH_w0104.npy,2.139,5.518,False,0.0,0.0,0.0
03FH_w0105,03FH,105,1327.0,1337.0,1327.0,1337.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0105.npy,acc_chest/03FH_w0105.npy,ppg_wrist/03FH_w0105.npy,1.948,5.069,False,0.0,0.0,0.0
03FH_w0106,03FH,106,1337.0,1347.0,1337.0,1347.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/03FH_w0106.npy,acc_chest/03FH_w0106.npy,ppg_wrist/03FH_w0106.npy,1.951,3.847,False,0.0,0.0,0.0
